Brand,Model Name,Date,Mileage,Warranty,Image URL
VOLKSWAGEN,ID.5 286 ch Pro,2024,0 km,N/A,https://feassets.bymycar.fr/vn/69/104327/0/volkswagen-id5-286-ch-pro-neuf-2024-vaulx-en-velin.jpg
MINI,Countryman 204 ch BVA E,2024,0 km,N/A,https://feassets.bymycar.fr/vn/37/104303/0/mini-countryman-204-ch-bva-e-neuf-2024-chennevieres-sur-marne.jpg
BMW,i4 M50 544 ch BVA,2024,0 km,N/A,https://feassets.bymycar.fr/vn/27/104285/0/bmw-i4-m50-544-ch-bva-neuf-2024-noisy-le-sec.jpg
VOLKSWAGEN,ID.3 204 ch Pro,2024,0 km,N/A,https://feassets.bymycar.fr/vn/23/104283/0/volkswagen-id3-204-ch-pro-neuf-2024-epinal.jpg
AUDI,SQ8 e-tron Sportback 503 ch 114 kWh Quattro,2024,0 km,N/A,https://feassets.bymycar.fr/vn/21/104276/0/audi-sq8-e-tron-sportback-503-ch-114-kwh-quattro-neuf-2024-chenove.jpg
VOLKSWAGEN,ID.3 204 ch Pro,2024,0 km,N/A,https://feassets.bymycar.fr/vn/18/104268/0/volkswagen-id3-204-ch-pro-neuf-2024-ahuy.jpg
VOLKSWAGEN,ID.5 286 ch Pro,2024,0 km,N/A,https://feassets.bymycar.fr/vn/18/104263/0/volkswagen-id5-286-ch-pro-neuf-2024-ahuy.jpg
VOLKSWAGEN,ID.5 286 ch Pro,2024,0 km,N/A,N/A
OPEL,Corsa Electrique 136 ch & Batterie 50 kWh,2024,0 km,N/A,N/A
VOLKSWAGEN,ID.3 204 ch Pro,2024,0 km,N/A,N/A
VOLKSWAGEN,ID.5 286 ch Pro,2024,0 km,N/A,N/A
VOLKSWAGEN,ID.5 286 ch Pro,2024,0 km,N/A,N/A
VOLKSWAGEN,ID.5 286 ch Pro,2024,0 km,N/A,N/A
FIAT,500C e 118 ch,2024,0 km,N/A,https://feassets.bymycar.fr/vn/40/103948/0/fiat-500c-e-118-ch-neuf-2024-fontaine.jpg
FIAT,500 3+1 e 118 ch,2024,0 km,N/A,https://feassets.bymycar.fr/vn/40/103945/0/fiat-500-3+1-e-118-ch-neuf-2024-fontaine.jpg
MERCEDES,EQS SUV 580 4Matic,2024,0 km,N/A,https://feassets.bymycar.fr/vn/75/103912/0/mercedes-eqs-suv-580-4matic-neuf-2024-villeneuve-loubet.jpg
PEUGEOT,EXPERT FGN XL ELECTRIQUE 100KWH 136CH BATTERIE 75 KWH,2024,0 km,N/A,https://feassets.bymycar.fr/vn/43/103909/0/peugeot-expert-fgn-xl-electrique-100kwh-136ch-batterie-75-kwh-neuf-2024-anthy-sur-leman.jpg
BMW,iX1 eDrive20 204ch BVA,2024,0 km,N/A,https://feassets.bymycar.fr/vn/34/103893/0/bmw-ix1-edrive20-204ch-bva-neuf-2024-saint-thibault-des-vignes.jpg
VOLKSWAGEN,ID.5 286 ch Pro,2024,0 km,N/A,https://feassets.bymycar.fr/vn/20/103880/0/volkswagen-id5-286-ch-pro-neuf-2024-carpentras.jpg
VOLKSWAGEN,ID.5 286 ch Pro,2024,0 km,N/A,https://feassets.bymycar.fr/vn/17/103876/0/volkswagen-id5-286-ch-pro-neuf-2024-avignon.jpg
VOLKSWAGEN,ID.5 286 ch Pro,2024,0 km,N/A,https://feassets.bymycar.fr/vn/18/103846/0/volkswagen-id5-286-ch-pro-neuf-2024-ahuy.jpg
VOLKSWAGEN,ID.3 204 ch Pro Performance,2024,0 km,N/A,https://feassets.bymycar.fr/vn/118/103845/0/volkswagen-id3-204-ch-pro-performance-neuf-2024-la-garde.jpg
NISSAN,Ariya Electrique 87kWh 242 ch,2024,0 km,N/A,https://feassets.bymycar.fr/vn/107/103835/0/nissan-ariya-electrique-87kwh-242-ch-neuf-2024-nice.jpg
NISSAN,Ariya Electrique 87kWh 242 ch,2024,0 km,N/A,https://feassets.bymycar.fr/vn/107/103832/0/nissan-ariya-electrique-87kwh-242-ch-neuf-2024-nice.jpg
VOLKSWAGEN,ID.5 286 ch Pro,2024,0 km,N/A,https://feassets.bymycar.fr/vn/23/103712/0/volkswagen-id5-286-ch-pro-neuf-2024-epinal.jpg
VOLKSWAGEN,ID.3 204 ch Pro,2024,0 km,N/A,https://feassets.bymycar.fr/vn/20/103658/0/volkswagen-id3-204-ch-pro-neuf-2024-carpentras.jpg
PEUGEOT,EXPERT FGN M ELECTRIQUE 100KWH 136CH BATTERIE 75 KWH,2024,0 km,N/A,https://feassets.bymycar.fr/vn/7/103644/0/peugeot-expert-fgn-m-electrique-100kwh-136ch-batterie-75-kwh-neuf-2024-annemasse.jpg
BMW,i5 eDrive40 340 ch,2024,0 km,N/A,https://feassets.bymycar.fr/vn/37/103594/0/bmw-i5-edrive40-340-ch-neuf-2024-chennevieres-sur-marne.jpg
AUDI,Q4 e-tron Sportback 45 285 ch 82 kWh quattro,2024,0 km,N/A,https://feassets.bymycar.fr/vn/21/103469/0/audi-q4-e-tron-sportback-45-285-ch-82-kwh-quattro-neuf-2024-chenove.jpg
VOLKSWAGEN,ID.5 286 ch Pro,2024,0 km,N/A,https://feassets.bymycar.fr/vn/69/103305/0/volkswagen-id5-286-ch-pro-neuf-2024-vaulx-en-velin.jpg
VOLKSWAGEN,ID.3 204 ch Pro,2024,0 km,N/A,https://feassets.bymycar.fr/vn/62/103297/0/volkswagen-id3-204-ch-pro-neuf-2024-lyon.jpg
MINI,Cooper Electric E 184 ch,2024,0 km,N/A,N/A
VOLKSWAGEN,ID.3 204 ch Pro,2024,0 km,N/A,N/A
PEUGEOT,3008 Electrique 73 kWh 210 ch,2024,0 km,N/A,N/A
PEUGEOT,3008 Electrique 73 kWh 210 ch,2024,0 km,N/A,N/A
OPEL,Mokka Electrique 136 ch & Batterie 50 kWh,2024,0 km,N/A,N/A
VOLKSWAGEN,ID.5 286 ch Pro,2024,0 km,N/A,N/A
VOLKSWAGEN,e-up! 83 Electrique,2024,0 km,N/A,https://feassets.bymycar.fr/vn/69/103216/0/volkswagen-e-up-83-electrique-neuf-2024-vaulx-en-velin.jpg
FIAT,E-SCUDO FOURGON 136 75 KWH M,2024,0 km,N/A,https://feassets.bymycar.fr/vn/40/103033/0/fiat-e-scudo-fourgon-136-75-kwh-m-neuf-2024-fontaine.jpg
FIAT,E-DUCATO FOURGON TOLE MAXI HD 4.25 L H2 270 110KWH,2024,0 km,N/A,https://feassets.bymycar.fr/vn/40/103032/0/fiat-e-ducato-fourgon-tole-maxi-hd-425-l-h2-270-110kwh-neuf-2024-fontaine.jpg
FIAT,500C e 95 ch,2024,0 km,N/A,https://feassets.bymycar.fr/vn/40/103031/0/fiat-500c-e-95-ch-neuf-2024-fontaine.jpg
FIAT,500 e 95 ch,2024,0 km,N/A,https://feassets.bymycar.fr/vn/40/103030/0/fiat-500-e-95-ch-neuf-2024-fontaine.jpg
FIAT,500 e 95 ch,2024,0 km,N/A,https://feassets.bymycar.fr/vn/40/103027/0/fiat-500-e-95-ch-neuf-2024-fontaine.jpg
FIAT,500 3+1 e 95 ch,2024,0 km,N/A,https://feassets.bymycar.fr/vn/40/103023/0/fiat-500-3+1-e-95-ch-neuf-2024-fontaine.jpg
VOLKSWAGEN,ID.5 286 ch Pro,2024,0 km,N/A,https://feassets.bymycar.fr/vn/17/103017/0/volkswagen-id5-286-ch-pro-neuf-2024-avignon.jpg
FIAT,500 e 118 ch,2024,0 km,N/A,https://feassets.bymycar.fr/vn/40/102972/0/fiat-500-e-118-ch-neuf-2024-fontaine.jpg
OPEL,Corsa Electrique 136 ch & Batterie 50 kWh,2024,0 km,N/A,https://feassets.bymycar.fr/vn/2/102951/0/opel-corsa-electrique-136-ch---batterie-50-kwh-neuf-2024-annecy.jpg
